CNPJ,RazaoSocial,RegistroANS,Trimestre,Ano,ValorDespesas
,,416690,3,2025,340428396.2
,,416738,1,2025,126081950.95
,,416738,2,2025,251623375.88
,,416738,3,2025,373196687.32
,,416801,1,2025,117232909.37
,,416801,2,2025,232436502.42
,,416801,3,2025,362398971.7
,,417092,1,2025,4786.84
,,417092,2,2025,4786.84
,,417092,3,2025,4786.84
,,417106,1,2025,2980816.04
,,417106,2,2025,5965022.680000001
,,417106,3,2025,9612031.27
,,417131,1,2025,2081839.94
,,417131,2,2025,6072215.61
,,417131,3,2025,9008777.44
,,417173,1,2025,66245.9
,,417173,2,2025,-91957.14
,,417173,3,2025,3813321.51
,,417211,1,2025,87680665.37
,,417211,2,2025,181336235.77
,,417211,3,2025,278474123.01
,,417220,1,2025,4041871.5599999996
,,417220,2,2025,7331881.53
,,417220,3,2025,10894763.540000001
,,417297,1,2025,152040885.45
,,417297,2,2025,288619830.71
,,417297,3,2025,426674065.05
,,417301,1,2025,-69706.11
,,417301,2,2025,-117823.09
,,417301,3,2025,-13735.83
,,417424,1,2025,0.0
,,417424,2,2025,0.0
,,417424,3,2025,0.0
,,417475,1,2025,14055531.27
,,417475,2,2025,29578565.24
,,417475,3,2025,39960081.19
,,417491,1,2025,5607745.95
,,417491,2,2025,21217190.47
,,417491,3,2025,57542301.62
,,417505,1,2025,954879215.61
,,417505,2,2025,1751078331.6100001
,,417505,3,2025,2386180302.47
,,417530,1,2025,432240018.68
,,417530,2,2025,863047034.51
,,417530,3,2025,1323110304.85
,,417548,1,2025,279243304.40000004
,,417548,2,2025,501017195.66
,,417548,3,2025,746763427.8
,,417599,1,2025,160192327.45
,,417599,2,2025,272454333.64
,,417599,3,2025,375522329.09000003
,,417611,1,2025,0.0
,,417661,1,2025,79386311.9
,,417661,2,2025,166072453.7
,,417661,3,2025,259110164.62
,,417718,1,2025,0.0
,,417718,2,2025,0.0
,,417718,3,2025,0.0
,,417815,1,2025,98545307.86
,,417815,2,2025,183470499.76
,,417815,3,2025,266092614.75
,,417831,1,2025,4147788.27
,,417831,2,2025,9120691.34
,,417831,3,2025,14533909.09
,,417840,3,2025,10447973.77
,,417947,1,2025,203972411.25
,,417947,2,2025,372157083.35
,,417947,3,2025,538766249.66
,,417955,1,2025,91672360.84
,,417955,2,2025,186330921.07999998
,,417955,3,2025,295801948.52
,,418021,1,2025,454454346.13
,,418021,2,2025,894505763.9
,,418021,3,2025,1269112201.1299999
,,418030,1,2025,0.0
,,418072,1,2025,7103838.4
,,418072,2,2025,3641232.2
,,418072,3,2025,4157232.5700000003
,,418129,1,2025,8869655.39
,,418129,2,2025,18412326.36
,,418129,3,2025,32155436.5
,,418137,1,2025,45046544.21
,,418137,2,2025,77737855.84
,,418137,3,2025,113133351.34
,,418161,1,2025,0.0
,,418170,1,2025,548508180.08
,,418170,2,2025,988509053.96
,,418170,3,2025,1440894027.85
,,418218,1,2025,6019752.62
,,418218,2,2025,13287967.99
,,418218,3,2025,22068966.17
,,418226,1,2025,16880125.77
,,418226,2,2025,32025496.0
,,418226,3,2025,52019483.72
,,418285,1,2025,57346464.72
,,418285,2,2025,103584167.27
,,418285,3,2025,147921335.07999998
,,418374,1,2025,206964607.76
,,418374,2,2025,318995771.98
,,418374,3,2025,470115834.0
,,418501,1,2025,19114885.18
,,418501,2,2025,37056135.64
,,418501,3,2025,56682296.690000005
,,418552,1,2025,32296.83
,,418552,2,2025,124534.83
,,418552,3,2025,321737.76
,,418587,1,2025,89003345.57000001
,,418587,2,2025,167904188.45000002
,,418587,3,2025,256183559.57
,,418617,1,2025,64813682.52
,,418617,2,2025,116415084.56
,,418617,3,2025,172411515.1
,,418650,1,2025,234879143.46
,,418650,2,2025,436192424.84
,,418650,3,2025,674971061.4
,,418706,3,2025,-4083.0
,,418731,1,2025,90315954.72
,,418731,2,2025,191506130.1
,,418731,3,2025,298235306.27
,,418749,1,2025,12107892.65
,,418749,2,2025,21883090.13
,,418749,3,2025,31274188.35
,,418803,1,2025,146694944.12
,,418803,2,2025,280149854.46
,,418803,3,2025,409589554.71000004
,,418820,1,2025,77443944.48
,,418820,2,2025,136135056.63
,,418820,3,2025,220115406.99
,,418919,1,2025,85910544.14
,,418919,2,2025,154621801.56
,,418919,3,2025,232486441.49
,,418960,1,2025,-14000.0
,,418960,2,2025,-14000.0
,,418960,3,2025,-14000.0
,,418994,1,2025,847953.1599999999
,,418994,2,2025,1574904.3599999999
,,418994,3,2025,2435086.88
,,419010,1,2025,668776057.37
,,419010,2,2025,1236246718.16
,,419010,3,2025,1864036307.86
,,419028,1,2025,3518557.43
,,419028,2,2025,7727369.3
,,419028,3,2025,12196297.9
,,419052,1,2025,85999697.58
,,419052,2,2025,155924916.04
,,419052,3,2025,243813547.89
,,419079,1,2025,1440015.56
,,419079,2,2025,1558141.19
,,419079,3,2025,1614209.75
,,419133,1,2025,1173813756.34
,,419133,2,2025,1934476839.95
,,419133,3,2025,2652832897.33
,,419141,1,2025,163492938.47
,,419141,2,2025,333040791.21
,,419141,3,2025,504815736.13
,,419150,1,2025,81130995.03
,,419150,2,2025,159991879.9
,,419150,3,2025,266605134.26
,,419249,1,2025,667722578.09
,,419249,2,2025,1294477449.79
,,419249,3,2025,1983936868.18
,,419257,1,2025,0.0
,,419257,2,2025,0.0
,,419257,3,2025,0.0
,,419281,1,2025,2686719.93
,,419281,2,2025,4818064.9799999995
,,419281,3,2025,6505698.13
,,419290,1,2025,-508278.77
,,419290,2,2025,-639530.96
,,419290,3,2025,-800639.38
,,419354,1,2025,917840.96
,,419354,2,2025,-1789778.8699999999
,,419354,3,2025,-4528080.89
,,419389,1,2025,-75096.8
,,419389,2,2025,-31423.12
,,419389,3,2025,-503058.78
,,419419,1,2025,46385543.38
,,419419,2,2025,99338909.91
,,419419,3,2025,152565640.21
,,419427,1,2025,76622566.61
,,419427,2,2025,155227817.3
,,419427,3,2025,273787601.24
,,419486,1,2025,97661515.99
,,419486,2,2025,168597772.04
,,419486,3,2025,259607791.82
,,419516,1,2025,58532648.69
,,419516,3,2025,135752137.47
,,419524,1,2025,1943073.85
,,419524,2,2025,3230636.76
,,419524,3,2025,4769623.05
,,419567,1,2025,0.0
,,419567,2,2025,0.0
,,419567,3,2025,0.0
,,419591,1,2025,8703442.28
,,419591,2,2025,13956735.45
,,419591,3,2025,24053306.17
,,419699,1,2025,67804241.44
,,419699,2,2025,128064872.42
,,419699,3,2025,183459306.99
,,419753,1,2025,17440126.54
,,419753,2,2025,29840961.55
,,419753,3,2025,40078910.42
,,419851,1,2025,18159577.09
,,419851,2,2025,33438582.080000002
,,419851,3,2025,49355555.51
,,419958,1,2025,49280750.02
,,419958,2,2025,90738245.2
,,419958,3,2025,133666403.8
,,419974,1,2025,15430278.03
,,419974,2,2025,26085782.84
,,419974,3,2025,39761763.5
,,420000,1,2025,103375179.32
,,420000,2,2025,182479296.6
,,420000,3,2025,268721708.78
,,420051,1,2025,2761663.6199999996
,,420051,2,2025,2761536.2199999997
,,420077,1,2025,360050553.9
,,420077,2,2025,745381700.48
,,420077,3,2025,1152295682.97
,,420085,1,2025,29036490.48
,,420085,2,2025,55668561.24
,,420085,3,2025,81918311.53
,,420093,1,2025,6938230.35
,,420093,2,2025,12090954.9
,,420093,3,2025,18617306.58
,,420107,1,2025,0.0
,,420107,2,2025,-3742802.37
,,420107,3,2025,-4375333.52
,,420123,1,2025,13633299.399999999
,,420123,2,2025,22949125.26
,,420123,3,2025,34842973.64
,,420158,1,2025,149473338.31
,,420158,2,2025,309106395.54
,,420158,3,2025,478670139.59999996
,,420166,1,2025,234071569.28
,,420166,2,2025,464001173.37
,,420166,3,2025,689040763.38
,,420271,2,2025,46170986.84
,,420271,3,2025,69951499.27
,,420701,1,2025,45775451.19
,,420701,2,2025,94066140.33
,,420701,3,2025,152568401.68
,,420786,1,2025,37569517.43
,,420786,2,2025,73545246.42
,,420786,3,2025,109993430.43
,,420816,1,2025,4552282.2
,,420816,2,2025,8003987.45
,,420816,3,2025,11590570.84
,,420841,1,2025,1154576.18
,,420841,2,2025,678443.42
,,420841,3,2025,-2383485.46
,,420930,1,2025,4075688.3899999997
,,420930,2,2025,4401363.69
,,420930,3,2025,4401363.69
,,420981,1,2025,10671508.459999999
,,420981,2,2025,20646450.67
,,420981,3,2025,31384750.15
,,421006,1,2025,82792917.33
,,421006,2,2025,151921108.45000002
,,421006,3,2025,226955913.66
,,421146,1,2025,0.0
,,421146,2,2025,0.0
,,421146,3,2025,0.0
,,421154,1,2025,81841725.8
,,421154,2,2025,141502500.95000002
,,421154,3,2025,266804316.05
,,421189,1,2025,5580635.93
,,421189,2,2025,12064251.42
,,421189,3,2025,18107643.19
,,421197,1,2025,141395294.16
,,421197,2,2025,269332883.68
,,421197,3,2025,402213876.45
,,421341,1,2025,139829876.5
,,421341,2,2025,265659523.67
,,421341,3,2025,394048194.77
,,421359,1,2025,23868226.02
,,421359,2,2025,42955788.31
,,421359,3,2025,68878572.63
,,421367,1,2025,7744555.409999999
,,421367,2,2025,2661280.53
,,421367,3,2025,4392265.77
,,421421,1,2025,343798564.09
,,421421,2,2025,674659333.71
,,421421,3,2025,973821219.0500001
,,421561,1,2025,1196580.56
,,421561,2,2025,2161035.82
,,421561,3,2025,3070994.63
,,421618,1,2025,8177937.47
,,421618,2,2025,15471437.15
,,421618,3,2025,21587989.95
,,421634,1,2025,8036943.140000001
,,421634,2,2025,13737196.99
,,421634,3,2025,21275335.77
,,421642,1,2025,2028.5099999999998
,,421642,2,2025,279793.14
,,421642,3,2025,4734574.68
,,421707,1,2025,22509156.990000002
,,421707,2,2025,33819951.18
,,421715,1,2025,2144364238.25
,,421715,2,2025,3667910149.1
,,421715,3,2025,5477907353.71
,,421723,1,2025,2814707.1
,,421723,2,2025,5434993.95
,,421723,3,2025,9701941.6
,,421731,1,2025,58624735.800000004
,,421731,2,2025,153598086.55
,,421731,3,2025,342218942.27
,,421766,1,2025,66380670.7
,,421766,2,2025,171178590.31
,,421766,3,2025,298053649.94
,,421871,1,2025,15604288.49
,,421871,2,2025,32001842.82
,,421871,3,2025,44941433.36
,,421928,1,2025,568628982.18
,,421928,2,2025,1173583491.53
,,421928,3,2025,1939273792.45
,,421944,1,2025,84597850.23
,,421944,2,2025,124393823.15
,,421944,3,2025,203765977.02
,,422029,1,2025,380646148.77
,,422029,2,2025,784579618.66
,,422029,3,2025,1216963296.13
,,422053,1,2025,50603476.550000004
,,422053,2,2025,95747025.13000001
,,422053,3,2025,141154246.05
,,422070,1,2025,89248794.85
,,422070,2,2025,162953169.98
,,422070,3,2025,279487262.41
,,422088,1,2025,7836255.9
,,422088,2,2025,7753806.029999999
,,422088,3,2025,13458418.24
,,422126,1,2025,0.0
,,422126,3,2025,-12200.42
,,422134,1,2025,985330.31
,,422134,2,2025,-7429310.4399999995
,,422134,3,2025,-13311869.2
,,422151,1,2025,25312018.28
,,422151,2,2025,47549270.65
,,422151,3,2025,81816893.67999999
,,422304,1,2025,9581582.66
,,422304,2,2025,17279991.61
,,422304,3,2025,27355252.59
,,422321,1,2025,100824781.4
,,422321,2,2025,187343445.99
,,422321,3,2025,298286603.71
,,422339,1,2025,498241053.11
,,422339,2,2025,1014381909.42
,,422339,3,2025,1626708366.96
,,422355,1,2025,6681215.8100000005
,,422355,2,2025,10908739.75
,,422355,3,2025,14810290.48
,,422371,1,2025,42053462.26
,,422371,2,2025,92808623.17
,,422371,3,2025,154981769.97
,,422380,2,2025,28506600.32
,,422398,1,2025,145797949.07
,,422398,2,2025,256752519.96
,,422398,3,2025,366484489.52
,,422401,1,2025,0.0
,,422401,2,2025,0.0
,,422401,3,2025,0.0
,,422479,1,2025,158931.73
,,422479,2,2025,307121.26999999996
,,422479,3,2025,516574.93
,,422487,1,2025,4027783.75
,,422487,2,2025,28699190.169999998
,,422487,3,2025,43959899.92
,,422576,1,2025,0.0
,,422576,2,2025,0.0
,,422576,3,2025,0.0
,,422584,1,2025,30915694.35
,,422584,2,2025,70851175.96000001
,,422584,3,2025,121016454.91
,,422592,1,2025,0.0
,,422592,2,2025,24358.7
,,422592,3,2025,28773.71
,,422631,1,2025,1684771687.48
,,422631,2,2025,3174888969.88
,,422631,3,2025,4632971450.38
,,422681,1,2025,161322001.9
,,422681,2,2025,258287439.95
,,422681,3,2025,342451961.63
,,422720,2,2025,843481241.1
,,422720,3,2025,1205789304.23
,,422746,1,2025,3088530.16
,,422746,2,2025,9425454.03
,,422746,3,2025,15878034.18
,,422754,1,2025,-108657.37000000005
,,422754,2,2025,989359.6499999999
,,422754,3,2025,2620603.86
,,422762,1,2025,26088667.310000002
,,422762,2,2025,59044999.08
,,422762,3,2025,92677306.6
,,422771,1,2025,83224679.36999999
,,422771,2,2025,180199960.92
,,422771,3,2025,308222708.73
,,422827,1,2025,35811190.449999996
,,422827,2,2025,76340661.9
,,422827,3,2025,118107787.52000001
,,422835,1,2025,20715064.41
,,422835,2,2025,48319283.949999996
,,422835,3,2025,73045451.71
,,422941,1,2025,0.0
,,422941,2,2025,14200.0
,,422941,3,2025,14200.0
,,422959,1,2025,8232797.92
,,422959,2,2025,14498939.639999999
,,422959,3,2025,20879500.56
,,423017,1,2025,0.0
,,423017,2,2025,0.0
,,423017,3,2025,0.0
,,423173,1,2025,387384965.99
,,423173,2,2025,664546389.64
,,423173,3,2025,806965667.7
,,423181,1,2025,1204935.07
,,423181,2,2025,1577752.09
,,423181,3,2025,1611249.69
,,423203,1,2025,10446575.67
,,423203,2,2025,10653594.51
,,423203,3,2025,16134175.94
,,423262,1,2025,1552858.18
,,423262,2,2025,1626947.18
,,423262,3,2025,1331613.46
,,423319,1,2025,81182419.07
,,423319,2,2025,143591302.05
,,423319,3,2025,219950000.57999998
,,423335,1,2025,67324962.51
,,423335,2,2025,137750467.58
,,423335,3,2025,230430841.92
,,423351,1,2025,34852026.19
,,423351,2,2025,65718045.58
,,423351,3,2025,92175703.67
,,423408,1,2025,2755598.61
,,423408,3,2025,2059672.54
,,423432,1,2025,5273003.1899999995
,,423432,2,2025,10190457.55
,,423432,3,2025,11200717.45
,,423441,2,2025,21106801.81
,,423441,3,2025,40111771.48
,,423548,1,2025,15344002.17
,,423548,2,2025,49300099.15
,,423548,3,2025,57030019.17
,,423564,1,2025,1154327.8399999999
,,423564,2,2025,2997520.51
,,423564,3,2025,5464434.77
,,423572,2,2025,2124204.71
,,423572,3,2025,8723887.16
,,423629,1,2025,23187204.46
,,423629,2,2025,48962401.86
,,423629,3,2025,80950444.05
,,423645,1,2025,1277700.97
,,423645,2,2025,278168.04
,,423645,3,2025,2420129.69
,,423661,1,2025,123494573.98
,,423661,2,2025,228892477.98000002
,,423661,3,2025,393353526.32
,,423700,1,2025,24549.41
,,423700,2,2025,44789.51
,,423700,3,2025,792466.94
,,423718,1,2025,32778437.95
,,423718,2,2025,59288016.57
,,423718,3,2025,44340370.230000004
,,423742,1,2025,0.0
,,423815,1,2025,43761.08
,,423815,2,2025,250652.58
,,423815,3,2025,491255.37
,,423858,1,2025,0.0
,,423858,2,2025,0.0
,,423858,3,2025,0.0
,,423912,1,2025,645920.95
,,423912,2,2025,904017.35
,,423912,3,2025,1980048.75
,,424048,1,2025,3311045.43
,,424048,2,2025,13209196.44
,,424048,3,2025,25745162.06
,,424129,1,2025,0.0
,,424129,2,2025,0.0
,,424129,3,2025,0.0
,,424145,1,2025,0.0
,,424145,2,2025,0.0
,,424145,3,2025,0.0
,,424161,1,2025,0.0
,,424161,2,2025,0.0
,,424161,3,2025,0.0
,,424170,1,2025,1332425.93
,,424170,2,2025,4562953.1
,,424170,3,2025,11161251.56
,,424188,2,2025,7517613852.22
,,424188,3,2025,10532689586.2
,,424196,2,2025,1.0
,,424463,3,2025,222347.58
,,424501,3,2025,0.0
,,424528,3,2025,0.0
,,424544,2,2025,0.0
,,424544,3,2025,0.0
